Selling Price,Mileage,Fuel,Seller,Transmission,Owner Type,Number of Seats,Age of Car,Efficiency,Engine Capacity
730000,210000,Diesel,Individual,Manual,First Owner,7,8,12.99,2494
125000,60000,Petrol,Individual,Manual,First Owner,5,10,15.26,1150
81000,100000,Petrol,Individual,Manual,Used,5,14,15.3,1341
170000,78000,Petrol,Individual,Manual,Used,5,13,16.1,1298
81000,161000,Petrol,Individual,Manual,Used,5,18,13.0,1493
95000,70000,Petrol,Individual,Manual,Used,5,15,19.7,796
55000,50000,Petrol,Individual,Manual,Used,4,10,26.0,624
880000,65000,Diesel,Individual,Manual,First Owner,8,3,19.98,1461
200000,50000,Petrol,Individual,Manual,First Owner,5,5,25.17,799
480000,25000,Petrol,Individual,Manual,First Owner,5,1,20.52,1197
480000,100000,Diesel,Individual,Manual,First Owner,9,7,15.96,2523
700000,6000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
850000,72113,Diesel,Individual,Manual,First Owner,7,4,21.9,1498
300000,40000,Diesel,Individual,Manual,First Owner,5,8,23.57,1396
650000,8000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
220000,20000,Petrol,Individual,Manual,First Owner,5,10,21.1,1197
300000,45000,Diesel,Individual,Manual,First Owner,5,6,19.09,1405
450000,80000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
400000,90000,Diesel,Individual,Manual,First Owner,5,6,25.2,1248
1030000,25000,Diesel,Individual,Manual,First Owner,5,2,25.1,1248
190000,100000,Diesel,Individual,Manual,Used,5,10,18.8,1248
140000,60000,Petrol,Individual,Manual,Used,5,14,16.6,1388
800000,30000,Diesel,Individual,Manual,First Owner,5,2,21.19,1396
229999,120000,Diesel,Individual,Manual,Used,7,13,10.5,2609
300000,80000,Diesel,Individual,Manual,Used,7,9,13.93,2179
375000,69000,Diesel,Individual,Manual,Used,5,9,20.54,1598
140000,75000,Petrol,Individual,Manual,First Owner,5,10,18.6,1199
60000,113000,Petrol,Individual,Manual,Used,5,16,19.7,796
420000,90000,Diesel,Individual,Manual,Used,5,6,24.4,1120
300000,100000,Diesel,Individual,Manual,Used,5,8,23.08,1461
150000,110000,Diesel,Individual,Manual,First Owner,5,8,22.3,1248
600000,90000,Diesel,Individual,Manual,First Owner,5,5,22.77,1498
204999,100000,Diesel,Individual,Manual,Used,5,9,20.0,1399
625000,50000,Diesel,Individual,Manual,First Owner,5,3,25.4,1186
280000,200000,Diesel,Individual,Manual,First Owner,5,9,20.5,1248
1050000,146000,Diesel,Individual,Automatic,Used,7,6,13.01,2199
250000,80000,Petrol,Individual,Manual,Used,5,11,12.9,1598
535000,96443,Diesel,Individual,Manual,Used,7,10,11.57,2179
400000,100000,Petrol,Individual,Automatic,Used,5,11,11.7,2354
610000,10000,Petrol,Individual,Automatic,First Owner,5,1,21.21,1197
509999,110000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
521000,86000,Diesel,Individual,Manual,Used,7,6,14.0,2179
511000,100000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
451000,91000,Diesel,Individual,Manual,First Owner,5,6,22.54,1396
170000,100000,Petrol,Individual,Manual,First Owner,5,11,20.36,1197
450000,120000,Diesel,Individual,Manual,Used,5,7,23.4,1248
375000,90000,Petrol,Individual,Manual,Used,5,9,17.0,1497
305000,60000,Petrol,Individual,Manual,Used,5,4,22.74,796
315000,51500,Petrol,Individual,Manual,First Owner,5,4,25.17,799
250000,60000,Diesel,Individual,Manual,Used,5,4,22.1,1248
200000,104500,Diesel,Individual,Manual,Used,5,8,20.0,1399
950000,30000,Diesel,Individual,Manual,First Owner,5,2,23.0,1498
400000,120000,Diesel,Individual,Manual,Used,5,8,19.01,1461
509999,100000,Diesel,Individual,Manual,Used,5,6,22.9,1248
375000,90000,Petrol,Individual,Manual,Used,5,12,13.5,1799
150000,150000,Petrol,Individual,Manual,Used,5,15,18.9,998
75000,60000,Petrol,Individual,Automatic,First Owner,5,14,18.9,998
465000,50000,Petrol,Individual,Manual,Used,5,5,17.43,1396
700000,10000,Diesel,Individual,Manual,First Owner,5,1,24.0,1186
950000,120000,Diesel,Individual,Manual,Used,7,5,15.4,1997
610000,40000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
60000,120000,Petrol,Individual,Manual,Used,5,16,19.33,1248
235000,50000,Petrol,Individual,Manual,First Owner,5,6,22.74,796
330000,90000,Petrol,Individual,Manual,First Owner,5,3,15.37,1196
472000,90000,Diesel,Individual,Manual,First Owner,5,6,20.45,1461
585000,10000,Petrol,Individual,Manual,First Owner,5,1,21.21,1197
500000,10000,Diesel,Individual,Manual,First Owner,8,2,23.5,909
360000,27000,Petrol,Individual,Manual,First Owner,5,1,23.95,998
649000,70000,Diesel,Individual,Manual,First Owner,5,4,26.59,1248
200000,50000,Petrol,Individual,Manual,First Owner,5,3,16.8,796
240000,60000,Petrol,Individual,Manual,First Owner,5,12,19.33,1248
400000,110000,Diesel,Individual,Manual,First Owner,5,6,24.0,1120
250000,100000,Diesel,Individual,Manual,Used,5,5,27.62,793
1200000,50000,Diesel,Individual,Manual,First Owner,7,2,17.3,1497
250000,105000,Diesel,Individual,Manual,Used,5,11,17.8,1248
819999,110000,Diesel,Individual,Manual,First Owner,8,7,12.99,2494
800000,60000,Diesel,Individual,Manual,Used,7,6,15.1,2179
429000,49102,Petrol,Dealer,Manual,Used,5,7,18.88,999
150000,60000,Petrol,Individual,Manual,Used,5,10,17.92,1086
315000,120000,Diesel,Individual,Manual,Used,5,10,25.200000000000014,1248
170000,90000,Diesel,Individual,Manual,First Owner,5,8,25.44,936
335000,33033,Petrol,Dealer,Manual,First Owner,5,6,19.4,1198
465000,63063,Petrol,Dealer,Automatic,First Owner,5,5,18.9,1197
360000,81000,Diesel,Individual,Manual,Used,5,7,19.01,1461
570000,80000,Diesel,Individual,Manual,First Owner,5,2,25.4,1186
350000,105000,Diesel,Individual,Manual,Used,5,8,19.01,1461
600000,60000,Diesel,Individual,Manual,First Owner,5,3,19.33,1248
700000,227000,Petrol,Individual,Manual,First Owner,7,3,17.5,1373
375000,100000,Diesel,Individual,Manual,Used,5,8,19.01,1461
450000,60000,LPG/CNG,Individual,Manual,First Owner,5,1,21.94,1196
325000,70000,Diesel,Individual,Manual,Used,5,7,21.9,1396
260000,120000,Diesel,Individual,Manual,Used,5,9,20.54,1598
130000,80000,Petrol,Individual,Manual,Used,5,11,19.7,796
150000,120000,Diesel,Individual,Manual,Used,7,12,11.57,2179
220000,40000,Petrol,Individual,Manual,First Owner,5,6,17.92,1086
275000,53000,Petrol,Individual,Manual,First Owner,5,6,20.36,1197
455000,60000,Diesel,Individual,Manual,First Owner,5,3,25.2,1248
570000,30000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
330000,100000,Diesel,Individual,Manual,Used,5,7,20.54,1598
1576000,70000,Diesel,Individual,Manual,First Owner,7,2,13.68,2393
450000,98000,Diesel,Individual,Manual,Used,7,8,20.77,1248
250000,60000,Petrol,Individual,Manual,First Owner,5,6,21.1,814
165000,80000,Petrol,Individual,Manual,Used,5,10,20.36,1197
800000,117000,Diesel,Dealer,Automatic,First Owner,7,7,11.18,2696
680000,8576,Petrol,Dealer,Manual,First Owner,5,2,18.7,1199
525000,19723,Petrol,Dealer,Automatic,First Owner,5,3,20.3,1199
825000,21446,Petrol,Dealer,Manual,First Owner,5,4,16.8,1497
750000,52289,Diesel,Dealer,Manual,First Owner,5,3,25.1,1248
950000,52236,Diesel,Dealer,Manual,First Owner,7,3,15.4,2179
950000,54470,Diesel,Dealer,Manual,First Owner,7,3,15.4,2179
675000,25471,Diesel,Dealer,Manual,First Owner,5,3,21.9,1396
490000,33928,Petrol,Dealer,Manual,First Owner,5,1,23.84,1199
775000,59736,Diesel,Dealer,Manual,First Owner,7,2,18.49,1493
350000,54290,Petrol,Dealer,Manual,First Owner,5,11,17.0,1497
475000,2118,Petrol,Dealer,Manual,First Owner,5,4,19.4,1198
950000,61379,Diesel,Dealer,Manual,First Owner,7,3,15.4,2179
350000,58544,Petrol,Dealer,Manual,Used,5,10,17.4,1497
400000,74381,Petrol,Dealer,Manual,First Owner,5,4,21.79,998
75000,35000,Petrol,Individual,Manual,Used,4,19,16.1,796
850000,63982,Diesel,Dealer,Manual,First Owner,5,3,22.7,1498
175000,65000,Petrol,Dealer,Manual,Used,5,12,18.9,998
570000,74000,Diesel,Dealer,Manual,First Owner,7,6,15.96,2523
525000,56429,Diesel,Dealer,Manual,Used,5,7,19.01,1461
270000,56000,Petrol,Individual,Manual,First Owner,5,8,20.36,1197
434999,19500,Petrol,Dealer,Manual,First Owner,5,1,20.3,1086
495000,30000,Petrol,Dealer,Manual,First Owner,5,5,18.6,1197
575000,53000,Diesel,Dealer,Manual,First Owner,5,4,22.54,1396
600000,5000,Petrol,Individual,Manual,First Owner,5,3,20.14,1197
700000,25000,Petrol,Individual,Manual,First Owner,5,5,17.01,1591
560000,72000,Diesel,Dealer,Manual,First Owner,5,6,26.0,1498
565000,72000,Diesel,Dealer,Manual,First Owner,5,4,19.33,1248
250000,80000,Diesel,Individual,Manual,First Owner,7,15,13.6,2523
409999,29000,Petrol,Individual,Manual,Used,5,7,15.0,1598
495000,56832,Diesel,Dealer,Manual,First Owner,5,4,19.87,1461
470000,30528,Petrol,Dealer,Manual,First Owner,5,6,18.6,1197
350000,65285,Diesel,Dealer,Manual,First Owner,5,7,24.7,1498
1560000,20102,Diesel,Dealer,Manual,First Owner,8,0,13.68,2393
480000,43000,Petrol,Dealer,Manual,First Owner,5,5,18.7,1199
270000,52380,Diesel,Dealer,Manual,First Owner,5,7,23.59,1364
660000,74250,Diesel,Dealer,Manual,First Owner,7,2,21.0,1498
490000,57247,Petrol,Dealer,Automatic,First Owner,5,3,20.89,1197
800000,52000,Diesel,Individual,Manual,First Owner,5,3,24.3,1248
350000,47000,Petrol,Individual,Manual,Used,5,9,16.95,1498
170000,80000,Diesel,Individual,Manual,Used,5,9,17.8,1399
125000,85000,Diesel,Individual,Manual,Used,5,9,18.0,1248
400000,100000,Diesel,Individual,Manual,First Owner,5,8,19.3,1248
250000,110000,Petrol,Individual,Manual,First Owner,5,9,16.95,1498
190000,178000,Diesel,Individual,Manual,Used,5,10,20.4,1248
125000,120000,Petrol,Individual,Manual,Used,5,10,19.7,796
1950000,70000,Diesel,Individual,Manual,First Owner,5,3,16.3,1956
1300000,120000,Diesel,Individual,Automatic,First Owner,5,9,12.8,1968
786000,155000,Diesel,Individual,Manual,Used,8,10,12.8,2494
335000,30000,Petrol,Individual,Manual,First Owner,5,5,20.51,998
114999,60000,Petrol,Individual,Manual,Used,5,11,18.9,1061
229999,70000,Diesel,Individual,Manual,Used,5,8,22.07,1199
731000,40000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
395000,120000,Diesel,Individual,Manual,First Owner,5,8,22.32,1582
500000,120000,Diesel,Individual,Manual,First Owner,5,5,26.59,1248
220000,50000,Petrol,Individual,Manual,Used,5,6,21.1,814
240000,100000,Diesel,Individual,Manual,First Owner,5,7,20.0,1399
215000,120000,Diesel,Individual,Manual,Used,5,10,23.0,1396
400000,90000,Diesel,Individual,Manual,Used,5,8,22.9,1248
191000,90000,Petrol,Individual,Manual,First Owner,5,8,19.0,998
351000,100000,Diesel,Individual,Manual,Used,8,7,14.0,2498
250000,20000,Petrol,Individual,Automatic,First Owner,4,5,21.9,624
210000,90000,Diesel,Individual,Manual,Used,5,11,18.1,1493
300000,120000,Petrol,Individual,Manual,Used,5,9,17.6,1496
700000,35000,Diesel,Individual,Manual,First Owner,5,3,25.83,1498
500000,120000,Diesel,Individual,Manual,Used,5,10,11.8,1991
120000,120000,Petrol,Individual,Manual,First Owner,4,18,16.1,796
850000,10000,Diesel,Individual,Manual,First Owner,5,1,22.54,1396
120000,100000,Diesel,Individual,Manual,Used,5,26,19.33,1248
770000,65000,Diesel,Individual,Manual,Used,5,3,25.5,1498
245000,90000,Petrol,Individual,Manual,Used,5,13,13.5,1799
250000,90000,Petrol,Individual,Manual,First Owner,5,8,20.92,998
651000,42323,Diesel,Dealer,Manual,First Owner,5,4,21.19,1396
480000,42462,Petrol,Dealer,Manual,First Owner,5,7,16.8,1497
470000,54723,Diesel,Dealer,Manual,First Owner,5,5,25.2,1248
500000,30000,Diesel,Individual,Manual,First Owner,5,4,27.3,1498
1075000,42545,Diesel,Dealer,Automatic,First Owner,5,9,19.62,1998
690000,32000,Diesel,Dealer,Manual,First Owner,5,4,25.1,1248
589000,41232,Diesel,Dealer,Manual,First Owner,5,3,26.59,1248
589000,41232,Diesel,Dealer,Manual,First Owner,5,3,26.59,1248
480000,20375,Petrol,Dealer,Manual,First Owner,5,2,20.89,1197
450000,43978,Diesel,Dealer,Manual,Used,5,7,28.4,1248
770000,50000,Diesel,Individual,Manual,First Owner,5,2,24.3,1248
445000,40200,Diesel,Dealer,Manual,First Owner,7,5,21.0,1498
700000,30000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
560000,90000,Diesel,Individual,Manual,First Owner,7,6,20.77,1248
475000,48000,Diesel,Dealer,Manual,Used,5,7,21.7,1498
465000,27233,Diesel,Dealer,Manual,First Owner,5,6,27.4,1498
520000,28832,Diesel,Dealer,Manual,First Owner,5,3,23.4,1248
225000,35000,Petrol,Individual,Manual,First Owner,5,9,15.0,1368
700000,35000,Petrol,Individual,Manual,First Owner,7,5,16.02,1373
780000,40000,Diesel,Individual,Manual,First Owner,5,3,24.3,1248
93150,80000,Petrol,Individual,Manual,Used,5,14,17.7,1497
403000,30000,Diesel,Individual,Manual,Used,7,4,17.21,1493
229999,50000,Petrol,Individual,Manual,Used,5,11,19.81,1086
525000,40000,Diesel,Individual,Manual,Used,5,4,26.59,1248
560000,25000,Petrol,Individual,Manual,First Owner,7,6,16.02,1373
830000,120000,Diesel,Individual,Manual,First Owner,7,0,15.1,2179
250000,60000,Diesel,Individual,Manual,Used,5,9,21.1,1248
450000,110000,Diesel,Individual,Manual,First Owner,9,6,15.96,2523
745000,67000,Diesel,Individual,Manual,First Owner,7,4,15.4,1997
144000,50000,Diesel,Individual,Manual,Used,5,10,20.0,1399
120000,40000,Petrol,Individual,Manual,First Owner,5,12,18.2,1061
300000,120000,Diesel,Individual,Manual,Used,7,12,11.57,2179
52000,100000,Petrol,Individual,Manual,First Owner,4,21,16.1,796
300000,98000,Diesel,Individual,Manual,First Owner,8,17,10.5,2179
270000,150000,Diesel,Individual,Manual,Used,7,11,13.6,2523
260000,38000,Diesel,Individual,Manual,First Owner,5,6,22.1,1248
475000,120000,Diesel,Individual,Manual,First Owner,5,5,23.59,1364
302000,103000,Diesel,Individual,Manual,Used,5,9,20.0,1399
45000,60000,Petrol,Individual,Manual,First Owner,4,26,16.1,796
775000,80000,Diesel,Individual,Manual,First Owner,5,3,24.3,1248
700000,50000,Diesel,Individual,Manual,First Owner,7,5,20.77,1248
530000,90000,Diesel,Individual,Manual,First Owner,5,6,25.2,1248
869999,70000,Diesel,Individual,Manual,First Owner,5,3,21.5,1497
155000,110000,Diesel,Individual,Manual,Used,5,14,14.9,1991
550000,30000,Petrol,Individual,Automatic,First Owner,5,1,23.84,1199
600000,80000,Diesel,Individual,Manual,Used,5,4,26.59,1248
430000,110000,Diesel,Individual,Manual,Used,5,8,19.3,1248
246000,120000,Diesel,Individual,Manual,First Owner,5,10,18.8,1248
120000,120000,Petrol,Individual,Manual,Used,5,17,17.3,993
565000,70000,Petrol,Individual,Manual,Used,5,6,18.6,1197
850000,60000,Diesel,Individual,Manual,First Owner,5,2,22.54,1396
160000,90000,Petrol,Individual,Manual,First Owner,5,14,19.7,796
325000,142500,Diesel,Individual,Manual,First Owner,5,6,19.5,1248
450000,90000,Diesel,Individual,Manual,Used,8,9,12.05,2179
310000,50000,Petrol,Individual,Manual,First Owner,5,5,19.81,1086
250000,90000,Diesel,Individual,Manual,Used,5,7,25.8,1498
420000,115000,Diesel,Individual,Manual,Used,5,5,26.59,1248
330000,150000,Petrol,Individual,Automatic,Used,5,7,15.0,1396
405000,68000,Petrol,Individual,Manual,Used,5,5,20.4,1197
400000,90000,Diesel,Individual,Manual,Used,7,7,15.96,2523
409999,110000,Petrol,Individual,Automatic,Used,5,10,15.6,1497
500000,70000,Diesel,Individual,Manual,Used,7,7,15.96,2523
590000,80000,Diesel,Individual,Manual,Used,7,9,15.1,2179
80000,118000,Petrol,Individual,Manual,First Owner,5,14,19.33,1248
135000,100000,Petrol,Individual,Manual,Used,5,13,19.81,1086
70000,70000,Petrol,Individual,Manual,Used,5,16,18.9,998
45000,77000,Petrol,Individual,Manual,Used,4,16,16.1,796
650000,35500,Diesel,Individual,Manual,First Owner,5,2,28.4,1248
400000,17500,Petrol,Individual,Manual,First Owner,5,2,20.51,998
350000,27000,Petrol,Individual,Manual,First Owner,5,3,23.95,998
550000,60000,Diesel,Individual,Manual,First Owner,5,3,24.0,1186
350000,25000,Petrol,Individual,Manual,First Owner,5,4,20.51,998
459999,80000,Diesel,Individual,Manual,First Owner,5,5,26.59,1248
185000,60000,Petrol,Individual,Manual,Used,5,8,19.7,796
550000,38000,Diesel,Individual,Manual,First Owner,5,7,22.07,1199
300000,100000,LPG/CNG,Individual,Manual,Used,5,8,26.2,998
175000,60000,Petrol,Individual,Manual,Used,5,8,16.8,796
900000,110000,Diesel,Individual,Manual,First Owner,8,9,12.8,2494
900000,92000,Diesel,Individual,Manual,First Owner,7,4,21.9,1498
550000,180000,Diesel,Individual,Manual,Used,9,8,15.96,2523
625000,10000,Petrol,Individual,Manual,First Owner,5,2,21.4,1197
310000,35000,Petrol,Individual,Manual,Used,5,3,24.7,796
500000,35000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
610000,23000,Diesel,Individual,Manual,First Owner,5,4,24.0,1120
150000,150000,Diesel,Individual,Manual,Used,5,8,19.09,1396
480000,70000,Diesel,Individual,Manual,First Owner,5,5,24.4,1120
650000,40000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
290000,100000,Diesel,Individual,Manual,Used,5,8,21.9,1396
300000,50000,Petrol,Individual,Manual,Used,5,3,24.7,796
270000,120000,Diesel,Individual,Manual,Used,5,10,19.3,1248
400000,60000,Diesel,Individual,Manual,Used,5,5,24.4,1120
280000,28000,Petrol,Individual,Manual,Used,5,5,22.74,796
250000,60000,Petrol,Individual,Manual,Used,5,11,17.5,1298
495000,80000,Diesel,Individual,Manual,Used,5,8,19.3,1248
3250000,12000,Diesel,Individual,Automatic,First Owner,7,2,10.91,3198
700000,4500,Petrol,Individual,Manual,First Owner,5,1,19.5,1199
310000,70000,Diesel,Individual,Manual,First Owner,5,7,25.0,1396
650000,120000,Diesel,Individual,Manual,First Owner,5,3,19.87,1461
600000,80000,Petrol,Individual,Automatic,First Owner,5,5,19.0,1199
150000,150000,Diesel,Individual,Manual,Used,7,11,11.57,2179
135000,120000,Petrol,Individual,Manual,First Owner,5,11,15.7,1390
650000,50000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
550000,83000,Petrol,Individual,Manual,First Owner,5,8,16.8,1497
650000,20000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
2900000,49000,Diesel,Individual,Automatic,First Owner,7,2,12.9,2755
450000,6750,Petrol,Individual,Manual,First Owner,5,3,18.5,1198
650000,26000,Petrol,Individual,Manual,First Owner,5,5,20.73,1373
430000,52000,Petrol,Individual,Manual,First Owner,5,3,17.0,1197
1143000,51000,Diesel,Individual,Automatic,First Owner,5,3,17.01,1582
700000,20000,Petrol,Individual,Automatic,First Owner,5,1,22.0,1197
229999,18500,Petrol,Individual,Manual,First Owner,5,9,18.5,1197
509999,142000,Diesel,Individual,Manual,First Owner,7,3,18.49,1493
670000,50478,Petrol,Individual,Manual,First Owner,5,4,15.85,1499
525000,9200,Petrol,Individual,Automatic,First Owner,5,1,23.84,1199
515000,40000,Diesel,Individual,Manual,First Owner,5,4,19.87,1461
630000,5000,Petrol,Individual,Manual,First Owner,5,0,21.01,1197
270000,2300,Petrol,Individual,Manual,First Owner,5,1,22.7,799
300000,40000,Petrol,Individual,Manual,First Owner,5,4,22.74,796
250000,119000,Diesel,Individual,Manual,First Owner,8,8,14.0,2489
90000,100000,Petrol,Individual,Manual,Used,5,15,19.7,796
750000,100000,Diesel,Individual,Manual,First Owner,7,3,24.52,1248
135000,50000,Petrol,Individual,Manual,Used,5,11,18.9,1061
275000,80000,Petrol,Individual,Manual,Used,5,7,15.1,1196
740000,15000,Petrol,Individual,Manual,First Owner,5,2,17.0,1198
690000,1303,Petrol,Dealer,Manual,First Owner,5,1,17.8,1198
3975000,31800,Diesel,Dealer,Automatic,First Owner,5,2,17.01,1968
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
4100000,17000,Petrol,Individual,Automatic,First Owner,5,3,9.5,3604
1000000,4295,Petrol,Dealer,Manual,First Owner,5,2,17.1,1496
1000000,5229,Petrol,Dealer,Manual,First Owner,5,2,17.1,1496
550000,4701,Petrol,Dealer,Manual,First Owner,5,1,20.7,1197
600000,6757,Petrol,Dealer,Manual,First Owner,5,4,21.01,1197
675000,28182,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
950000,11533,Petrol,Dealer,Manual,First Owner,5,1,14.23,1498
850000,11688,Petrol,Dealer,Manual,First Owner,5,3,17.8,1497
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
550000,57728,Petrol,Dealer,Automatic,First Owner,5,8,14.53,1794
925000,23712,Diesel,Dealer,Manual,First Owner,5,2,28.09,1248
625000,70670,Petrol,Dealer,Automatic,First Owner,5,5,16.5,1499
200000,43381,Petrol,Dealer,Manual,Used,5,6,22.74,796
635000,79011,Petrol,Dealer,Automatic,First Owner,5,6,18.0,1497
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
425000,50000,Diesel,Individual,Manual,Used,5,6,21.79,1248
220000,40000,Petrol,Individual,Manual,First Owner,5,9,18.9,998
590000,10000,Petrol,Individual,Manual,First Owner,5,2,18.9,1197
775000,35000,Diesel,Individual,Manual,First Owner,6,3,16.55,2498
350000,58500,Petrol,Individual,Manual,First Owner,5,5,18.5,1197
575000,20000,Petrol,Individual,Manual,First Owner,5,2,21.4,1197
200000,43500,Petrol,Individual,Manual,Used,5,9,18.06,1198
1575000,30000,Diesel,Individual,Manual,First Owner,7,2,17.6,2179
600000,63000,Diesel,Individual,Manual,First Owner,5,5,22.77,1498
720000,35000,Diesel,Individual,Manual,First Owner,7,4,15.96,2523
